Filename,Transcription,polarity
oqIzfgdjU8o.mp3,"Em nome do Pai e do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, celebramos hoje com grande alegria a festa da Cátedra de São Pedro, ou seja, a festa do Magistério Papal. E gostaríamos, então, de uma pregação e um pouco de catecismo, meditar sobre o que",0.0
RJeQTKUqoh0.mp3,E assim foi.,0.0
fEuBu738IPk.mp3,meus queridos irmãos e irmãs na oitava de páscoa a igreja quer estender a alegria pascal durante oito dias para que verdadeiramente fique selado em nossos corações a grande alegria da páscoa uma das maiores alegrias da páscoa está no fato de que jesus nosso amor já não sofre mais,0.0
HKJEzW77LXY.mp3,"Meus queridos irmãos e irmãs, com grande alegria celebramos a solididade da anunciação do Senhor, esse dia bendito em que Deus se fez homem. Vamos entender um pouco desse mistério, passar um pouco a limpo aquilo que é a verdade catequética que nós cremos,",0.0
Mhfq8-dpsWg.mp3,Seja feliz!,0.0
ZF4TFlJM3K4.mp3,E assim foi.,0.0
cfTNZB7Kdcw.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, o Evangelho de hoje, Jesus escolhe os doze apóstolos. Talvez haja pouquíssimos momentos históricos que sejam mais fundamentais do que este.",0.0
G7q8r5Qr3ig.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, hoje celebramos com grande alegria a memória de Santa Escolástica, irmã do grande São Bento, fundador do monacismo ocidental, que com a sua regra mudou verdadeiramente",0.0
fpenYhRhUvE.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, continuamos a leitura do capítulo 10 do Evangelho de São João, mas agora num contexto diferente. Jesus acabou de falar a respeito do pastor, o bom pastor que Ele é. E nós meditávamos ontem que a humanidade de Cristo é muito importante, ela é o meio,",0.0
mHr4mF2ybsU.mp3,"Em nome do Pai e do Filho e do Espírito Santo. Amém. Meus queridos irmãos e irmãs, o Evangelho de hoje continua aquele discurso de Jesus, Sermão da Montanha, em que Ele finalmente explica o que nós começamos a falar ontem.",0.0
OY1MwBnZPGg.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Antes que Abraão fosse, eu sou. Não existe afirmação mais contundente e mais clara da divindade de nosso Senhor Jesus Cristo. Jesus está aqui claramente dizendo a sua identidade.",0.0
xBN5ga5XDCw.mp3,"A maior parte das pessoas fica nessa conversa fiada de confessa, peca de novo, confessa, peca de novo, confessa, peca de novo, usando a linguagem de Santa Tereza d'Ávila do Castelo Interior, entra no castelo, sai do castelo, entra no castelo, sai do castelo, entra no estado de graça, sai do estado de graça, entra no estado de graça, sai do estado de graça.",0.0
yCLbdFC5OOQ.mp3,meus queridos irmãos e irmãs estamos no quarto domingo da quaresma o domingo letare domingo da alegria já passamos a metade da quaresma no próximo domingo dia perdão no próximo domingo quinto domingo da quaresma nós iniciamos uma outra fase um outro tempo dentro da própria quaresma,0.0
hHgVnJltyrw.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, no dia de hoje, o Evangelho extraordinário da ressurreição da filha de Jairo e no caminho, Jesus cura a mulher que sofria de hemorragia.",0.0
8ntXoEzZpmQ.mp3,Seja feliz!,0.0
LKIRQsg7Mf8.mp3,Seja feliz!,0.0
DIVPuaV7M-g.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, no Evangelho de hoje, Jesus racha a cara dos padres de vergonha. Deixa eu dizer para você, Jesus está lá com seus apóstolos, eles não tinham tempo para comer.",0.0
dASY7P0fa5o.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
ofOVbhaGBtI.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Nos queridos irmãos e irmãs, na Quaresma, nós estamos vivendo um itinerário de fé para conformar a nossa vida à vida de Cristo. É o caminho da imitação de Cristo, a imitatio Christi.",0.0
5jK0lrD-1jE.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos, irmãs celebramos hoje São Marcos Evangelista. Nós sabemos que São Marcos tinha o nome de João Marcos, ou seja, João era o seu nome hebraico e Marcos o seu nome helénico, ou seja, em grego.",0.0
QJh2jX5CUJg.mp3,"Novo Templo Em nome do Pai, do Filho e do Espírito Santo. Amém. Meus queridos irmãos e irmãs, no Evangelho de hoje, Jesus, depois de falar de toda a questão do Testemunho, daqueles que creem nele, o Testemunho de João Batista, ele, então, olhando para os fariseus, diz, mas como podeis crer vós que dáis glória uns aos outros",0.0
MOOKYyrO1F4.mp3,"Meus queridos irmãos e irmãs, a Igreja Católica que peregrina neste grande Brasil este ano está celebrando esta Quaresma na recordação de que há 60 anos a CNBB iniciou a campanha da fraternidade.",0.0
kv46tBc9Eeo.mp3,"Em 2019, o Instituto Brasileiro de Planejamento e Tributação fez uma pesquisa e se deu conta de que depois da promulgação da Constituição de 1988 no Brasil, no âmbito federal, estadual, municipal, foram elaboradas mais de 6 milhões, 6 milhões de normas.",0.0
7Z-881tSz8k.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, celebramos hoje a memória de São Timote e São Tito e olhando para estes dois grandes bispos da Igreja, celebramos o mistério daquilo que é a missão episcopal, a missão de ser sucessor dos apóstolos.",0.0
ujHW48owS_8.mp3,Seja feliz!,0.0
t_zK-a2jk-k.mp3,"Música Em nome do Pai, do Filho e do Espírito Santo, Amém. Meus queridos irmãos e irmãs, o Evangelho de hoje, Jesus, nos ensina o que é que torna o homem verdadeiramente impuro e é aquilo que sai do coração. Veja, vamos um pouco olhar esse ensinamento de Jesus. No Antigo Testamento, Deus havia colocado algumas leis,",0.0
cL2UYSAzd8k.mp3,"Olá, meus queridos irmãos, minhas queridas irmãs, grande alegria estarmos juntos mais uma vez no nosso programa Testemunho de Fé. Quem fala é o Pai Paulo Ricardo. Quero convidar você nos próximos minutos a refletirmos a respeito da Palavra de Deus neste domingo todo especial que é o Domingo de Ramos e da paixão do Senhor.",0.0
IWOhB784Hz0.mp3,"Quando a gente fala dos Dez Mandamentos, muita gente tem uma ideia meio moralista, esmagadora dos Dez Mandamentos. É como se fosse uma lista de proibições, né? Ou seja, por que tudo que eu gosto é ilegal, imoral ou engorda, né? Então a gente tem que se dar conta, no entanto, que os Dez Mandamentos não são isso, são o caminho do amor.",0.0
ps9_-cDaiRI.mp3,"Pessoal, tá chegando aí o dia de São José, padroeiro da igreja, mas também defensor da família e eu quero convidar você a juntos refletirmos a respeito das coisas que estão acontecendo no nosso mundo atual, né? Esse passo que agora a França deu de colocar na sua constituição o direito ao aborto. O que é que isso significa? Então, convido você no dia de São José, padroeiro",0.0
crviLdvmLPU.mp3,"Meus queridos irmãos e irmãs, entramos na Semana Santa, a Semana Maior, a Semana de nossa Redenção. Com grande alegria acompanhamos Jesus nesses dias que, porém, são dias dramáticos.",0.0
CO98RR3gAKI.mp3,meus queridos irmãos e irmãs o evangelho de hoje é um pequeno resumo de são marcos a respeito do início da pregação de jesus e o início da pregação de jesus são marcos aqui,0.0
YLBxU0dQ2RY.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Os queridos irmãos e irmãs, no Evangelho de hoje, os fariseus pedem a Jesus um sinal e Jesus lhes recusa esse sinal. Quando nós entendemos esse Evangelho é necessário colocar no contexto, nós estávamos falando da multiplicação dos pães.",0.0
MgcWDmJ8TpU.mp3,"Jesus precisa crescer em nós. E a razão de ser desse curso, meus queridos, é para vocês pararem de matar essa vida e começar a alimentá-la. Nós vamos parar de matar a vida eterna e alimentá-la. Essa é a razão de ser do curso.",0.0
I8338U2yXzQ.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
XHAqW_gXIcA.mp3,"Numa paróquia lá na Eslováquia, um padre estava fazendo uma série de sermões sobre os 10 mandamentos. Quando chegou no 8º mandamento, ele disse, olha pessoal, semana que vem nós vamos falar do 8º mandamento, então para vocês se prepararem eu peço a vocês em casa que vocês estudem o capítulo 17 do Evangelho de São Marcos, tá bom? Então não esquece, né? E durante a semana ele foi lembrando o pessoal, olha, não esquece da tarefa, não esquece da tarefa.",0.0
3FETLWWlwes.mp3,"Meus queridos irmãos e irmãs, o Evangelho de hoje que nos fala da família nos dá a ocasião não somente de celebrarmos essa santa missa em favor das famílias, pelas necessidades de nossas famílias mas também de refletir o que é uma família, porque não é uma pergunta ociosa perguntar o que é uma família",0.0
o-vnWCeGitw.mp3,"Música Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, no Evangelho de hoje, nosso Senhor responde a pergunta de Pedro, quantas vezes eu devo perdoar? E aqui, Ele nos dá a lição do seu perdão infinito, 70 vezes, 7 vezes. É assim que Deus nos perdoa, é assim que devemos perdoar.",0.0
aGaumXvX95k.mp3,E assim foi.,0.0
lSwbGFybcxI.mp3,E assim foi.,0.0
pzCbGfQvjGY.mp3,"Em nome do Pai e do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, nesse dia em que a Igreja proclamou o Evangelho da famosa e maravilhosa parábola do semeador que saiu a semear, nós celebramos também a memória de São Francisco de Sales.",0.0
ezGDZMvWFtg.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos, estamos na segunda-feira da Semana Santa e o Evangelho de hoje nos fala da unção de Betânia, ou seja, Jesus está na casa de Marta, Maria e Lázaro e Maria, a contemplativa, enquanto Marta serve a mesa,",0.0
Lpa_AaKyQsk.mp3,Seja feliz!,0.0
qtzds_-k36g.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Os queridos irmãos e irmãs, o Evangelho de hoje é um pouco um resumo daquilo que é o sucesso da missão de Cristo, ou seja, ele tem pregado o Evangelho, tem feito curas",0.0
eqzTejNGcDM.mp3,"Esse curso das navegações portugueses não é um curso de ideologia portuguesa, seja ela qual for, seja uma ideologia de direita, uma ideologia de esquerda, uma exaltação da nação portuguesa, uma canonização dos portugueses e nem uma demonização dos portugueses, uma culpabilização de nada disso. Não é disso que se trata.",0.0
tIphvrqzGTk.mp3,The,0.0
l9UHcHxR2S0.mp3,meus queridos irmãos e irmãs nós estamos lendo o evangelho de são marcos e estamos no seu início é sempre importante nós entendermos que o autor deste evangelho secretário e tradutor de são pedro,0.0
oJtslsz9ABw.mp3,"Em nome do Pai e do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, celebramos a festa da apresentação do Senhor. A noite de hoje é uma noite que se coloca no meio de duas outras noites, a noite de Natal e a noite de Páscoa.",0.0
6QCyoS0aBRo.mp3,"No nome do Pai, do Filho e do Espírito Santo. Amém. Meus queridos irmãos e irmãs, nós estamos lendo o capítulo 14 do Evangelho de São João. Jesus está lá com os apóstolos na última ceia e assim como o filho vive da intimidade",0.0
F_gpL7-qcaw.mp3,E assim foi.,0.0
CwZiiEgKfRc.mp3,"Em nome do Pai, do Filho e do Espírito Santo. Amém. Inspirai o Senhor as nossas ações, ajudai-nos a realizá-las para que em vós comece, para vós termine tudo aquilo que fizermos por Cristo, Senhor nosso. Amém. Santa Maria, Mãe de Deus, rogai por nós. Em nome do Pai, do Filho e do Espírito Santo. Amém. Muito bem, com alegria recebendo vocês nesse dia tão bonito,",0.0
rPxVsb23rA4.mp3,"No nome do Pai, do filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, nós estamos no tempo da Quaresma, o Evangelho de hoje, nos recorda da cruz de Cristo e de nossa cruz. Veja, ontem, quarta-feira de cinza, nos cobrimos de cinzas exatamente para recordar a nossa",0.0
TOzK36T1qHc.mp3,"e a gente vai ver o que acontece. Olá, meus queridos irmãos, minhas queridas irmãs, bem-vindos mais uma vez ao nosso programa Técimões de Fé, que é o padre Paulo Ricardo. Que alegria estar com você nessa reflexão que nós fazemos todas as semanas a respeito da liturgia da igreja e nesse domingo nós celebramos o terceiro domingo da Quaresma. O evangelho que a igreja proclama",0.0
0EIVBubFYW4.mp3,Seja feliz!,0.0
yk7oE4MdCB8.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
hMaz9MOTulQ.mp3,"Quando o Fernando Pessoa, no seu poema Respeito do Infante do Enrique, diz assim, que o mar se realizou, falta agora cumprir-se Portugal. Portugal tem que se cumprir. Enquanto linguagem poética está ótimo.",0.0
MslgOw-rOyE.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
MXo9ubeUUQs.mp3,E assim foi.,0.0
i8Qg4Rf_nDU.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, nós celebramos hoje uma das Santas que é recordada, comemorada no Cânon Romano, Santa Águeda, Virgem e Mártir.",0.0
woWiN0VGqQU.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
k_GwXUJwsZ0.mp3,"Em nome do Pai, do filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, celebramos hoje a festa do batismo do Senhor e é uma ocasião extraordinária, maravilhosa para nós renovarmos o nosso santo batismo. No Evangelho de hoje, no Evangelho tirado de São Marcos, nós vemos Deus, Pai, que,",0.0
F1To7Xh0Ro4.mp3,"Música Em nome do Pai, do Filho e do Espírito Santo. Amém. Meus queridos irmãos e irmãs, depois que Jesus curou o paralítico junto à piscina e pediu que ele pegasse o seu leito e saísse carregando num dia de sábado, surge a polêmica com os judeus a respeito do trabalho e Jesus então diz,",0.0
L_B79r7n5mg.mp3,E assim foi.,0.0
ff6qpBo2cYM.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos, estamos ainda assistindo o coloquio de Jesus com Nicodemos. E aqui vem aquele versículo extraordinário que é quase que o núcleo do Evangelho, o resumo de tudo. Deus amou tanto o mundo que enviou seu Filho único para que todo que nele crê não pereça, mas tenha vida eterna.",0.0
veN6_26aHl8.mp3,Seja feliz!,0.0
KuK_BWWFNIc.mp3,"E no nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, hoje, dia 31 de janeiro, com grande alegria, nós celebramos a memória de São João Bosco, o Pai dos Jovens. São João Bosco é um verdadeiro farol para a evangelização dos jovens.",0.0
ZJvIPpo4e0s.mp3,"São José alegra aquaresma. Parece uma nota dissonante numa sinfonia de tema triste, de tema pesaroso, penitencial,",0.0
laeYDc2qZPo.mp3,E assim foi.,0.0
BbN7dUqHom4.mp3,E assim foi.,0.0
EwPFeX54dlc.mp3,Seja feliz!,0.0
rf88thmEySE.mp3,"e a gente vai ver. Olá meus queridos irmãos, minhas queridas irmãs, aqui é o padre Paulo Ricardo, que alegria iniciar com você. Mais uma vez o nosso programa Testemunho de Festa, a reflexão que nós fazemos todas as semanas a respeito da palavra de Deus. Neste quinto domingo da Quaresma, a igreja proclama o evangelho de São João, capítulo doze, versículos de vinte a trinta e três. Trata-se",0.0
DJNs7Iz3D1I.mp3,"No nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos, o Evangelho de hoje, Jesus se senta à mesa com os pecadores. E aqui nós, de alguma forma, vemos onde está o choque, o choque para os fariseus, para",0.0
N-VzYvbeIQM.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos, iniciando aqui o capítulo 7º do Evangelho de São João, nós vemos que aquilo que antes era uma polêmica com os judeus no capítulo 5, agora já se torna uma perseguição acirrada.",0.0
uiVBn-_buQg.mp3,"Olá, meus queridos irmãos, minhas queridas irmãs, uma grande alegria iniciarmos mais uma vez o nosso programa Testemunho de Fé. Aqui é o padre Paulo Ricardo, quero acolher você nos próximos minutos. Nós iremos meditar o belíssimo evangelho deste sexto domingo da Páscoa, que é o evangelho de São João, capítulo quinze, versículos de nove a dezessete. Todas as semanas o nosso programa é",0.0
0pyqs-FIM8s.mp3,Seja feliz!,0.0
UIV_avfA_bY.mp3,"Por que nós precisamos participar da missa aos domingos? Bom, a resposta curta é porque é o primeiro mandamento da igreja. Ou seja, existem os dez mandamentos da lei de Deus e os cinco mandamentos da igreja. Tanto os dez mandamentos como os cinco mandamentos da igreja nos obrigam sob grave pena de pecado mortal.",0.0
pBt50r4u1xY.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, estamos na Quaresma e é sexta-feira. Claro, toda sexta-feira do ano, quando não é solenidade, é dia de abstinência, dia de oferecer alguma penitência, mas especialmente a sexta-feira da Quaresma.",0.0
4iBqw0pyzcM.mp3,E assim foi.,0.0
W3wOaiL0OgQ.mp3,Seja feliz!,0.0
znCznLMT8CU.mp3,E assim foi.,0.0
3Ksxj0BGC90.mp3,Seja feliz!,0.0
ktia8eXWXiI.mp3,"Olá meus queridos irmãos, minhas queridas irmãs, uma grande alegria. Aqui é o Padre Paulo Ricardo a colher você nesse programa Tessemunho de Fé. Nós vamos nos próximos minutos refletir a respeito da palavra de Deus que a Igreja nos propõe a cada domingo e esse domingo é o terceiro domingo do Tempo Comum. O Evangelho desta semana é São Marcos, capítulo 1, versículos de 14 a 20.",0.0
iJ6aPTjpCEA.mp3,Seja feliz!,0.0
Se48ZWcWq6I.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
aa5DK3JJngk.mp3,"E no nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, Jesus agora se apresenta aos discípulos que foram pescar. Trata-se de uma espécie de flashback, ou seja, Jesus ali se apresenta numa situação muito semelhante",0.0
HwzKRZPOKHk.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
JMIB15406K4.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
BrWDWuBMTrM.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, o Evangelho de hoje nos narra o diálogo da mãe dos filhos de Zbedeu com Jesus. Jesus acaba de prever mais uma vez a sua paixão. E o anúncio de que Ele irá morrer para nos salvar parece incompreensível.",0.0
RXIB_X7nYUU.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, no Evangelho de hoje, Jesus entra naquilo que é o coração do Antigo Testamento, os mandamentos de amar a Deus e de amar ao Próximo. Esses dois mandamentos, um do lado do outro, não estão assim no Antigo Testamento.",0.0
-IZPPz55gzE.mp3,meus queridos irmãos e irmãs o evangelho de hoje é um momento sublime da história de nossa salvação jesus fez os 12 essa a palavra que está no original grego e pois sem jesus fez,-0.1875
IYkyGBPEDzM.mp3,Seja feliz!,0.0
j8e03Ps-wFg.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, é tempo da Quaresma e nós estamos no sábado, queremos nos recordar da Virgem Maria. Algumas pessoas podem protestar dizendo, não, padre, pelo amor de Deus, é tempo da Quaresma, é um tempo cristológico, é um tempo cristocêntrico, não vamos nos distrair, deixar de prestar",0.0
Lue7ZHgLQBw.mp3,E assim foi.,0.0
63K5UT93c1s.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
df8ndTdJWts.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, no Evangelho de hoje, Jesus chama os seus doze apóstolos e os envia em missão com um estilo de vida desafiador. Veja, o Evangelho de São Marcos nos recorda que Jesus, reunidos os discípulos, escolheu",0.0
ucqghhXBMrI.mp3,Seja feliz!,0.0
4DBC3Hgk4nA.mp3,"Portugal nasceu como uma nação cristã. E você nunca vai entender realmente a história de Portugal se você não fizer o esforço de se colocar nessa posição de fé. Para nós que temos fé é mais fácil entender. Para um ateu, aquele negócio é muito distante. É muito difícil você se colocar na posição.",0.0
QAIVx8MREgk.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos, o Evangelho de hoje, neste tempo da paixão, ou seja, esta reta final do tempo da paresma, em que nós meditamos mais intensamente sobre a paixão de Cristo, nos fala do perdão dado por Jesus à mulher adulta.",0.0
HmD5A-7AlBs.mp3,"Olá meus queridos irmãos, minhas queridas irmãs, que alegria iniciarmos mais uma vez o nosso programa Técimos de Fé. Aqui é o Padre Paulo Ricardo, quero convidar você nos próximos minutos meditar a respeito da palavra de Deus que a Igreja nos propõe neste quarto domingo do Tempo Comum. Trata-se do Evangelho de São Marcos, capítulo 1, versículos de 21 a 28.",0.0
ozmdRhlQiOE.mp3,Seja feliz!,0.0
W1OjEtd_Sig.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, o Evangelho de hoje nos fala do endemoniado possuído por uma legião de demônios que, libertados, os demônios são enviados para os porcos que se lançam ao mar.",0.0
J-4rZ-LLZ4A.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, celebramos hoje com grande alegria a Solenidade de São José, ele que é o Padroeiro da Igreja do mundo inteiro. Por quê?",0.0
ok-R-uqINiE.mp3,Seja feliz!,0.0
9U-IT_tySy8.mp3,"Que as coisas são boas ou más, não somente porque Deus decretou. É claro que vem da vontade de Deus, mas é uma vontade criadora, onde Deus fez o ser humano com a natureza. Esse tipo de pensamento, que começou lá atrás, na Idade Média, com o Guilherme de Ockham,",0.0
1VUWEJVufTs.mp3,E assim foi.,0.0
MXvTxD0RjMQ.mp3,"Pelo sinal da Santa Cruz, livrai-nos Deus nosso Senhor dos nossos inimigos em nome do Pai e do Filho e do Espírito Santo. Amém. Divino Jesus, eu vos ofereço este terço que vou rezar contemplando os mistérios de nossa redenção.",0.0
2Wk69C-2Jg0.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, no Evangelho de hoje, Jesus nos conta a parábola do fariseu e do publicano. O fariseu que observante da lei se apresenta diante de Deus, né, orgulhoso, na vanglória",0.0
mhMkg16P-zs.mp3,"O pessoal fala da revolução francesa que matou muita gente, 200 mil pessoas, etc, etc, mas a França mata 250 mil bebês por ano. Então, é uma revolução francesa por ano. Uma das coisas que impede as pessoas se matarem é a ideia de que ela se matando irá causar uma grande dor numa pessoa que ela ama muito. O aborto na França não precisava constatar na constituição. Terminou resultando na decapitação do neto dele.",0.0
LbMacZXd7yo.mp3,"É hoje, dia 30 de janeiro chegou, nós vamos lançar o nosso curso sobre as navegações portuguesas às 21h. E eu convido você a fazer parte desta aula aberta, convide seus amigos. E se você ainda não é nosso assinante, não faz parte da nossa família, venha, faça já a sua assinatura para ter acesso a todo o conteúdo do curso. Terminada a aula de lançamento,",0.0
XCxIjTXK1Jw.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, no Evangelho de hoje, Jesus chega a uma conclusão escandalosa para nós. Quem crê no Filho Jesus tem a vida eterna.",0.0
QCIRagP83g0.mp3,"Infelizmente, miseravelmente, desgraçadamente, existem pessoas teólogos dentro da Igreja que estão remando na direção contrária, que querem mundanizar a Igreja.",0.0
4ADzWVx1VjU.mp3,Music,0.0
97S6_hkyxNE.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, o Sábado Santo é marcado pela grande Virgília Pascal. E para nós entendermos o que é verdadeiramente a Virgília Pascal, nós temos que entender",0.0
N3vDi5Lb9pQ.mp3,E assim foi.,0.0
fndjLr4_uuA.mp3,"Em nome do Pai, do Filho e do Espírito Santo. Amém. Meus queridos irmãos e irmãs, nesta Quarta-feira da Semana Santa nós recordamos a preparação da última ceia e os preparativos são tanto positivos como negativos. Nós vemos Judas, que um dia antes, na Quarta-feira,",0.0
sn0dzd0mRbo.mp3,"Em nome do Pai, do Filho e do Espírito Santo, amém. Meus queridos irmãos e irmãs, o Evangelho de hoje é o Evangelho do pastor e rei que vem para nos julgar. Uma das obras que nós costumamos fazer na Quaresma é a esmola.",0.0
cXARXwwABlY.mp3,E assim foi.,0.0
